Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
177,Sonata Classic Watch Accessories 785Pro,watches,watch accessories,4.2,2959,"₹1,532","₹2,458",https://example-cdn.local/img/608945.jpg,https://example.local/product/321382
178,Garnier Everyday Personal Care Appliances 524Pro,beauty & health,personal care appliances,3.7,1392,"₹1,699","₹3,314",https://example-cdn.local/img/623798.jpg,https://example.local/product/725223
179,Fossil Smart Footwear 253Pro,fashion,footwear,4.7,6384,"₹2,324","₹4,208",https://example-cdn.local/img/154479.jpg,https://example.local/product/888163
180,Sonata Premium Smart Watches 448Max,watches,smart watches,3.7,1093,₹428,₹687,https://example-cdn.local/img/831066.jpg,https://example.local/product/379946
181,Ambrane Eco-Friendly Smartphones 463X,mobiles,smartphones,3.5,1625,"₹4,958","₹14,100",https://example-cdn.local/img/326536.jpg,https://example.local/product/419753
182,Prestige Pro Home Decor 598X,home & kitchen,home decor,4.0,1612,"₹5,386","₹6,627",https://example-cdn.local/img/400684.jpg,https://example.local/product/151392
183,Local Brand Advanced Staples 796X,grocery & gourmet foods,staples,4.5,920,₹458,₹470,https://example-cdn.local/img/131572.jpg,https://example.local/product/751610
184,Classmate Wireless Stationery 926Max,office products,stationery,4.1,364,"₹4,702","₹5,341",https://example-cdn.local/img/190469.jpg,https://example.local/product/149923
185,Sonata Everyday Watch Accessories 191Pro,watches,watch accessories,3.4,917,₹569,₹673,https://example-cdn.local/img/183284.jpg,https://example.local/product/674010
186,Tommy Hilfiger Ultra Women'S Clothing 765Pro,fashion,women's clothing,5.0,12842,"₹2,213","₹2,781",https://example-cdn.local/img/989601.jpg,https://example.local/product/865234
187,Tata Compact Beverages 613Max,grocery & gourmet foods,beverages,3.5,2501,₹442,"₹1,013",https://example-cdn.local/img/280935.jpg,https://example.local/product/885915
188,Nestle Smart Beverages 710Max,grocery & gourmet foods,beverages,4.4,3450,₹53,₹55,https://example-cdn.local/img/148648.jpg,https://example.local/product/847554
189,Local Brand Compact Organic Foods 570Pro,grocery & gourmet foods,organic foods,3.9,3234,₹90,₹117,https://example-cdn.local/img/589508.jpg,https://example.local/product/494414
190,Voltas Compact Microwaves 832S,appliances,microwaves,4.0,1386,"₹14,308","₹21,417",https://example-cdn.local/img/388752.jpg,https://example.local/product/961517
191,Stanley Ultra Hand Tools 685S,home improvement,hand tools,3.9,861,"₹1,313","₹1,716",https://example-cdn.local/img/489932.jpg,https://example.local/product/324593
192,Redmi Compact Cases & Covers 395S,mobiles,cases & covers,3.2,941,"₹1,301","₹1,551",https://example-cdn.local/img/593557.jpg,https://example.local/product/274275
193,Fastrack Heavy-Duty Analog Watches 376X,watches,analog watches,4.3,1569,"₹6,115","₹6,617",https://example-cdn.local/img/369356.jpg,https://example.local/product/971115
194,Samsung Lightweight Cameras 319Pro,electronics,cameras,4.5,4398,"₹5,616","₹6,430",https://example-cdn.local/img/868952.jpg,https://example.local/product/252354
195,24 Mantra Smart Staples 807S,grocery & gourmet foods,staples,4.8,4146,₹180,₹495,https://example-cdn.local/img/690906.jpg,https://example.local/product/110068
196,Fastrack Essential Watch Accessories 886,watches,watch accessories,4.4,1140,"₹15,924","₹17,787",https://example-cdn.local/img/238219.jpg,https://example.local/product/816044
197,Fossil Deluxe Footwear 201Pro,fashion,footwear,3.6,2771,₹272,₹362,https://example-cdn.local/img/242999.jpg,https://example.local/product/616460
198,Realme Advanced Mobile Accessories 743Max,mobiles,mobile accessories,4.3,1462,"₹11,627","₹14,793",https://example-cdn.local/img/887589.jpg,https://example.local/product/746288
199,boAt Compact Televisions 921S,electronics,televisions,3.6,2648,"₹1,031","₹1,479",https://example-cdn.local/img/219501.jpg,https://example.local/product/289078
200,Fastrack Deluxe Watch Accessories 199Pro,watches,watch accessories,3.8,711,"₹14,125","₹19,113",https://example-cdn.local/img/171554.jpg,https://example.local/product/539673
201,24 Mantra Everyday Organic Foods 201S,grocery & gourmet foods,organic foods,3.8,3151,₹85,₹147,https://example-cdn.local/img/864785.jpg,https://example.local/product/873711
202,LEGO Deluxe Infant Wear 671,toys & baby products,infant wear,4.0,1345,"₹2,109","₹2,533",https://example-cdn.local/img/441747.jpg,https://example.local/product/450141
203,Fastrack Wireless Watch Accessories 646Max,watches,watch accessories,4.8,1684,"₹2,738","₹3,016",https://example-cdn.local/img/553909.jpg,https://example.local/product/342909
204,Luvlap Premium Educational Games 503Pro,toys & baby products,educational games,3.3,2032,₹205,₹270,https://example-cdn.local/img/114631.jpg,https://example.local/product/186894
205,Truphe Wireless Grills 836Max,garden & outdoors,grills,5.0,1592,₹681,₹707,https://example-cdn.local/img/771029.jpg,https://example.local/product/592131
206,Wildcraft Advanced Suitcases 275X,luggage & bags,suitcases,4.0,1178,"₹3,984","₹7,447",https://example-cdn.local/img/963440.jpg,https://example.local/product/621690
207,Local Press Essential Non-Fiction 236X,books,non-fiction,4.0,1476,₹125,₹174,https://example-cdn.local/img/685865.jpg,https://example.local/product/245961
208,HRX Classic Watches 483Pro,fashion,watches,3.8,2287,₹650,"₹1,124",https://example-cdn.local/img/910993.jpg,https://example.local/product/606308
209,Drools Wireless Pet Food 160Max,pet supplies,pet food,4.5,1741,₹379,₹433,https://example-cdn.local/img/248610.jpg,https://example.local/product/638675
210,Redwolf Classic Watches 966,fashion,watches,4.4,6385,₹358,₹405,https://example-cdn.local/img/228314.jpg,https://example.local/product/308534
211,Zebronics Premium Laptops 214,computers,laptops,4.3,4290,₹554,₹629,https://example-cdn.local/img/833621.jpg,https://example.local/product/542361
212,Apple Advanced Smartphones 597S,mobiles,smartphones,3.6,5808,₹302,₹485,https://example-cdn.local/img/729929.jpg,https://example.local/product/620974
213,Redmi Premium Smartphones 309X,mobiles,smartphones,4.4,2235,"₹58,654","₹79,727",https://example-cdn.local/img/256793.jpg,https://example.local/product/731143
214,Basil Premium Pet Accessories 783Pro,pet supplies,pet accessories,4.2,1887,₹85,₹176,https://example-cdn.local/img/725996.jpg,https://example.local/product/519291
215,Penguin Eco-Friendly Fiction 317Pro,books,fiction,3.6,1246,₹365,₹423,https://example-cdn.local/img/951562.jpg,https://example.local/product/606668
216,Skybags Everyday Wallets 597S,luggage & bags,wallets,4.4,3718,₹330,₹447,https://example-cdn.local/img/343828.jpg,https://example.local/product/346490
217,Samsung Wireless Cameras 409,electronics,cameras,3.2,2035,₹628,₹713,https://example-cdn.local/img/611861.jpg,https://example.local/product/733706
218,3M Pro Car Accessories 271,car & motorbike,car accessories,4.2,1844,₹831,"₹1,335",https://example-cdn.local/img/674857.jpg,https://example.local/product/219335
219,Fabindia Everyday Women'S Clothing 218X,fashion,women's clothing,4.0,1787,"₹2,248","₹3,101",https://example-cdn.local/img/883496.jpg,https://example.local/product/999467
220,Local Brand Wireless Beverages 654S,grocery & gourmet foods,beverages,3.7,3640,₹48,₹62,https://example-cdn.local/img/362704.jpg,https://example.local/product/187216
221,Redwolf Lightweight Men'S Clothing 897S,fashion,men's clothing,4.5,5152,₹136,₹209,https://example-cdn.local/img/723908.jpg,https://example.local/product/123581
222,Whirlpool Portable Refrigerators 241X,appliances,refrigerators,4.9,3660,"₹7,218","₹9,712",https://example-cdn.local/img/193159.jpg,https://example.local/product/223430
223,iBell Deluxe Electricals 940S,home improvement,electricals,2.8,473,₹941,"₹1,263",https://example-cdn.local/img/260505.jpg,https://example.local/product/411592
224,Baybee Everyday Educational Games 132,toys & baby products,educational games,3.7,1824,₹297,₹360,https://example-cdn.local/img/869646.jpg,https://example.local/product/650545
225,Wildcraft Eco-Friendly Backpacks 569S,luggage & bags,backpacks,3.4,790,"₹1,056","₹1,476",https://example-cdn.local/img/316559.jpg,https://example.local/product/976697
226,Zebronics Ultra Smart Watches 570S,electronics,smart watches,4.4,2501,"₹21,578","₹32,386",https://example-cdn.local/img/916476.jpg,https://example.local/product/432085
227,Philips Essential Haircare 157Max,beauty & health,haircare,4.3,7639,₹120,₹147,https://example-cdn.local/img/549326.jpg,https://example.local/product/408041
228,Local Press Pro Fiction 601,books,fiction,4.5,2326,₹115,₹157,https://example-cdn.local/img/986145.jpg,https://example.local/product/498991
229,Sony Smart Smart Watches 728Max,electronics,smart watches,4.0,2616,"₹5,831","₹7,308",https://example-cdn.local/img/831465.jpg,https://example.local/product/603317
230,boAt Everyday Headphones 809Pro,electronics,headphones,4.2,1887,"₹34,704","₹43,187",https://example-cdn.local/img/106044.jpg,https://example.local/product/163442
231,Roadster Ultra Footwear 825,fashion,footwear,4.3,2854,₹601,₹650,https://example-cdn.local/img/355225.jpg,https://example.local/product/497933
232,24 Mantra Compact Snacks 628,grocery & gourmet foods,snacks,4.3,1334,₹300,₹448,https://example-cdn.local/img/102230.jpg,https://example.local/product/614327
233,24 Mantra Smart Organic Foods 126S,grocery & gourmet foods,organic foods,4.0,4202,₹759,₹966,https://example-cdn.local/img/517693.jpg,https://example.local/product/350266
234,Wildcraft Lightweight Suitcases 788S,luggage & bags,suitcases,4.3,2264,"₹6,040","₹9,585",https://example-cdn.local/img/568770.jpg,https://example.local/product/819470
235,Cello Pro Furniture 664Max,home & kitchen,furniture,4.0,3201,₹228,₹260,https://example-cdn.local/img/830900.jpg,https://example.local/product/239000
236,Fabindia Pro Women'S Clothing 202Pro,fashion,women's clothing,4.3,6256,"₹1,035","₹1,583",https://example-cdn.local/img/866767.jpg,https://example.local/product/232945
237,Redwolf Heavy-Duty Footwear 898X,fashion,footwear,4.6,4594,"₹3,327","₹4,185",https://example-cdn.local/img/114400.jpg,https://example.local/product/534616
238,Classmate Ultra Stationery 330Max,office products,stationery,4.1,1138,"₹2,091","₹2,819",https://example-cdn.local/img/770752.jpg,https://example.local/product/663765
239,Local Brand Compact Beverages 306,grocery & gourmet foods,beverages,4.2,698,"₹1,709","₹1,790",https://example-cdn.local/img/379913.jpg,https://example.local/product/956151
240,Prestige Essential Furniture 278Pro,home & kitchen,furniture,3.8,3927,₹211,₹290,https://example-cdn.local/img/303200.jpg,https://example.local/product/113823
241,Chicco Ultra Educational Games 232,toys & baby products,educational games,4.5,3636,"₹1,152","₹1,712",https://example-cdn.local/img/286609.jpg,https://example.local/product/705194
242,Local Press Classic Fiction 294Pro,books,fiction,3.3,942,₹97,₹136,https://example-cdn.local/img/824090.jpg,https://example.local/product/202347
243,OnePlus Advanced Cases & Covers 918Pro,mobiles,cases & covers,4.9,20129,₹311,₹408,https://example-cdn.local/img/551800.jpg,https://example.local/product/242676
244,Milton Eco-Friendly Furniture 441X,home & kitchen,furniture,5.0,24557,₹128,₹200,https://example-cdn.local/img/618238.jpg,https://example.local/product/133241
245,Royal Canin Ultra Pet Grooming 754S,pet supplies,pet grooming,5.0,2898,"₹2,067","₹3,102",https://example-cdn.local/img/433267.jpg,https://example.local/product/957056
246,LEGO Deluxe Baby Care 142S,toys & baby products,baby care,4.4,1987,₹112,₹116,https://example-cdn.local/img/122300.jpg,https://example.local/product/584524
247,Ambrane Wireless Smartphones 898,mobiles,smartphones,4.0,6225,"₹1,456","₹2,178",https://example-cdn.local/img/829217.jpg,https://example.local/product/941213
248,Philips Deluxe Skincare 737X,beauty & health,skincare,3.3,909,₹712,₹746,https://example-cdn.local/img/781226.jpg,https://example.local/product/694001
249,Apple Lightweight Power Banks 823S,mobiles,power banks,4.4,6495,"₹82,741","₹103,275",https://example-cdn.local/img/874987.jpg,https://example.local/product/888754
250,Tommy Hilfiger Compact Footwear 350X,fashion,footwear,3.0,2612,₹223,₹275,https://example-cdn.local/img/935062.jpg,https://example.local/product/822895
251,Basil Lightweight Pet Food 521Max,pet supplies,pet food,3.4,945,₹642,₹739,https://example-cdn.local/img/828157.jpg,https://example.local/product/782218
252,Fossil Heavy-Duty Smart Watches 413Max,watches,smart watches,3.3,378,"₹17,206","₹19,786",https://example-cdn.local/img/728329.jpg,https://example.local/product/843800
253,Nike Compact Yoga 555X,sports & fitness,yoga,4.0,1696,"₹3,002","₹3,493",https://example-cdn.local/img/809504.jpg,https://example.local/product/666626
254,Wildcraft Classic Backpacks 351X,luggage & bags,backpacks,4.2,3853,"₹1,791","₹2,193",https://example-cdn.local/img/717246.jpg,https://example.local/product/196277
255,Noise Essential Cameras 805S,electronics,cameras,3.1,465,"₹9,631","₹12,928",https://example-cdn.local/img/741209.jpg,https://example.local/product/717032
256,Ptron Essential Televisions 734S,electronics,televisions,3.9,2683,"₹1,161","₹1,784",https://example-cdn.local/img/312640.jpg,https://example.local/product/944081
257,Wonderchef Premium Home Decor 897Max,home & kitchen,home decor,3.8,2279,"₹2,464","₹3,286",https://example-cdn.local/img/350243.jpg,https://example.local/product/607424
258,Carrier Advanced Air Conditioners 101X,appliances,air conditioners,3.3,374,"₹13,980","₹14,300",https://example-cdn.local/img/957634.jpg,https://example.local/product/570725
259,Tata Essential Organic Foods 534S,grocery & gourmet foods,organic foods,4.0,3560,₹219,₹303,https://example-cdn.local/img/768294.jpg,https://example.local/product/379957
260,Cello Ultra Kitchen Storage 892S,home & kitchen,kitchen storage,4.6,8638,₹284,₹399,https://example-cdn.local/img/592314.jpg,https://example.local/product/832162
261,Milton Heavy-Duty Kitchen Storage 257Pro,home & kitchen,kitchen storage,4.1,2534,₹989,"₹1,132",https://example-cdn.local/img/324080.jpg,https://example.local/product/582953
262,3M Ultra Car Accessories 408Pro,car & motorbike,car accessories,5.0,5410,"₹6,733","₹8,378",https://example-cdn.local/img/684190.jpg,https://example.local/product/934594
263,Apple Ultra Laptops 400,computers,laptops,4.0,2886,"₹9,668","₹14,703",https://example-cdn.local/img/141841.jpg,https://example.local/product/634005
264,Casio Portable Analog Watches 181S,watches,analog watches,3.7,1679,₹383,₹509,https://example-cdn.local/img/548170.jpg,https://example.local/product/666167
